index,accuracy,penalty
62261,2,0.0625
62262,2,0.0625
62263,3,0.06875
62264,1,0.05625
62265,2,0.0625
62266,2,0.0625
62267,3,0.06875
62268,2,0.0625
62269,3,0.06875
62270,3,0.06875
62271,4,0.075
62272,1,0.04375
62273,0,0.05
62274,0,0.05
62275,1,0.05625
62276,0,0.05
62277,1,0.05625
62278,1,0.05625
62279,2,0.0625
62280,0,0.05
62281,1,0.05625
62282,1,0.05625
62283,2,0.0625
62284,1,0.05625
62285,2,0.0625
62286,2,0.0625
62287,3,0.06875
62288,0,0.05
62289,1,0.05625
62290,1,0.05625
62291,2,0.0625
62292,1,0.05625
62293,2,0.0625
62294,2,0.0625
62295,3,0.06875
62296,1,0.05625
62297,2,0.0625
62298,2,0.0625
62299,3,0.06875
62300,2,0.0625
62301,3,0.06875
62302,3,0.06875
62303,4,0.075
62304,0,0.05
62305,1,0.05625
62306,1,0.05625
62307,2,0.0625
62308,1,0.05625
62309,2,0.0625
62310,2,0.0625
62311,3,0.06875
62312,1,0.05625
62313,2,0.0625
62314,2,0.0625
62315,3,0.06875
62316,2,0.0625
62317,3,0.06875
62318,3,0.06875
62319,4,0.075
62320,1,0.05625
62321,2,0.0625
62322,2,0.0625
62323,3,0.06875
62324,2,0.0625
62325,3,0.06875
62326,3,0.06875
62327,4,0.075
62328,2,0.0625
62329,3,0.06875
62330,3,0.06875
62331,4,0.075
62332,3,0.06875
62333,4,0.075
62334,4,0.075
62335,3,0.08125
62336,1,0.04375
62337,0,0.05
62338,0,0.05
62339,1,0.05625
62340,0,0.05
62341,1,0.05625
62342,1,0.05625
62343,2,0.0625
62344,0,0.05
62345,1,0.05625
62346,1,0.05625
62347,2,0.0625
62348,1,0.05625
62349,2,0.0625
62350,2,0.0625
62351,3,0.06875
62352,0,0.05
62353,1,0.05625
62354,1,0.05625
62355,2,0.0625
62356,1,0.05625
62357,2,0.0625
62358,2,0.0625
62359,3,0.06875
62360,1,0.05625
62361,2,0.0625
62362,2,0.0625
62363,3,0.06875
62364,2,0.0625
62365,3,0.06875
62366,3,0.06875
62367,4,0.075
62368,0,0.05
62369,1,0.05625
62370,1,0.05625
62371,2,0.0625
62372,1,0.05625
62373,2,0.0625
62374,2,0.0625
62375,3,0.06875
62376,1,0.05625
62377,2,0.0625
62378,2,0.0625
62379,3,0.06875
62380,2,0.0625
62381,3,0.06875
62382,3,0.06875
62383,4,0.075
62384,1,0.05625
62385,2,0.0625
62386,2,0.0625
62387,3,0.06875
62388,2,0.0625
62389,3,0.06875
62390,3,0.06875
62391,4,0.075
62392,2,0.0625
62393,3,0.06875
62394,3,0.06875
62395,4,0.075
62396,3,0.06875
62397,4,0.075
62398,4,0.075
62399,3,0.08125
62400,0,0.05
62401,1,0.05625
62402,1,0.05625
62403,2,0.0625
62404,1,0.05625
62405,2,0.0625
62406,2,0.0625
62407,3,0.06875
62408,1,0.05625
62409,2,0.0625
62410,2,0.0625
62411,3,0.06875
62412,2,0.0625
62413,3,0.06875
62414,3,0.06875
62415,4,0.075
62416,1,0.05625
62417,2,0.0625
62418,2,0.0625
62419,3,0.06875
62420,2,0.0625
62421,3,0.06875
62422,3,0.06875
62423,4,0.075
62424,2,0.0625
62425,3,0.06875
62426,3,0.06875
62427,4,0.075
62428,3,0.06875
62429,4,0.075
62430,4,0.075
62431,3,0.08125
62432,1,0.05625
62433,2,0.0625
62434,2,0.0625
62435,3,0.06875
62436,2,0.0625
62437,3,0.06875
62438,3,0.06875
62439,4,0.075
62440,2,0.0625
62441,3,0.06875
62442,3,0.06875
62443,4,0.075
62444,3,0.06875
62445,4,0.075
62446,4,0.075
62447,3,0.08125
62448,2,0.0625
62449,3,0.06875
62450,3,0.06875
62451,4,0.075
62452,3,0.06875
62453,4,0.075
62454,4,0.075
62455,3,0.08125
62456,3,0.06875
62457,4,0.075
62458,4,0.075
62459,3,0.08125
62460,4,0.075
62461,3,0.08125
62462,3,0.08125
62463,2,0.0875
62464,3,0.03125
62465,2,0.0375
62466,2,0.0375
62467,1,0.04375
62468,2,0.0375
62469,1,0.04375
62470,1,0.04375
62471,0,0.05
62472,2,0.0375
62473,1,0.04375
62474,1,0.04375
62475,0,0.05
62476,1,0.04375
62477,0,0.05
62478,0,0.05
62479,1,0.05625
62480,2,0.0375
62481,1,0.04375
62482,1,0.04375
62483,0,0.05
62484,1,0.04375
62485,0,0.05
62486,0,0.05
62487,1,0.05625
62488,1,0.04375
62489,0,0.05
62490,0,0.05
62491,1,0.05625
62492,0,0.05
62493,1,0.05625
62494,1,0.05625
62495,2,0.0625
62496,2,0.0375
62497,1,0.04375
62498,1,0.04375
62499,0,0.05
62500,1,0.04375
62501,0,0.05
62502,0,0.05
62503,1,0.05625
62504,1,0.04375
62505,0,0.05
62506,0,0.05
62507,1,0.05625
62508,0,0.05
62509,1,0.05625
62510,1,0.05625
62511,2,0.0625
62512,1,0.04375
62513,0,0.05
62514,0,0.05
62515,1,0.05625
62516,0,0.05
62517,1,0.05625
62518,1,0.05625
62519,2,0.0625
62520,0,0.05
62521,1,0.05625
62522,1,0.05625
62523,2,0.0625
62524,1,0.05625
62525,2,0.0625
62526,2,0.0625
62527,3,0.06875
62528,2,0.0375
62529,1,0.04375
62530,1,0.04375
62531,0,0.05
62532,1,0.04375
62533,0,0.05
62534,0,0.05
62535,1,0.05625
62536,1,0.04375
62537,0,0.05
62538,0,0.05
62539,1,0.05625
62540,0,0.05
62541,1,0.05625
62542,1,0.05625
62543,2,0.0625
62544,1,0.04375
62545,0,0.05
62546,0,0.05
62547,1,0.05625
62548,0,0.05
62549,1,0.05625
62550,1,0.05625
62551,2,0.0625
62552,0,0.05
62553,1,0.05625
62554,1,0.05625
62555,2,0.0625
62556,1,0.05625
62557,2,0.0625
62558,2,0.0625
62559,3,0.06875
62560,1,0.04375
62561,0,0.05
62562,0,0.05
62563,1,0.05625
62564,0,0.05
62565,1,0.05625
62566,1,0.05625
62567,2,0.0625
62568,0,0.05
62569,1,0.05625
62570,1,0.05625
62571,2,0.0625
62572,1,0.05625
62573,2,0.0625
62574,2,0.0625
62575,3,0.06875
62576,0,0.05
62577,1,0.05625
62578,1,0.05625
62579,2,0.0625
62580,1,0.05625
62581,2,0.0625
62582,2,0.0625
62583,3,0.06875
62584,1,0.05625
62585,2,0.0625
62586,2,0.0625
62587,3,0.06875
62588,2,0.0625
62589,3,0.06875
62590,3,0.06875
62591,4,0.075
62592,2,0.0375
62593,1,0.04375
62594,1,0.04375
62595,0,0.05
62596,1,0.04375
62597,0,0.05
62598,0,0.05
62599,1,0.05625
62600,1,0.04375
62601,0,0.05
62602,0,0.05
62603,1,0.05625
62604,0,0.05
62605,1,0.05625
62606,1,0.05625
62607,2,0.0625
62608,1,0.04375
62609,0,0.05
62610,0,0.05
62611,1,0.05625
62612,0,0.05
62613,1,0.05625
62614,1,0.05625
62615,2,0.0625
62616,0,0.05
62617,1,0.05625
62618,1,0.05625
62619,2,0.0625
62620,1,0.05625
62621,2,0.0625
62622,2,0.0625
62623,3,0.06875
62624,1,0.04375
62625,0,0.05
62626,0,0.05
62627,1,0.05625
62628,0,0.05
62629,1,0.05625
62630,1,0.05625
62631,2,0.0625
62632,0,0.05
62633,1,0.05625
62634,1,0.05625
62635,2,0.0625
62636,1,0.05625
62637,2,0.0625
62638,2,0.0625
62639,3,0.06875
62640,0,0.05
62641,1,0.05625
62642,1,0.05625
62643,2,0.0625
62644,1,0.05625
62645,2,0.0625
62646,2,0.0625
62647,3,0.06875
62648,1,0.05625
62649,2,0.0625
62650,2,0.0625
62651,3,0.06875
62652,2,0.0625
62653,3,0.06875
62654,3,0.06875
62655,4,0.075
62656,1,0.04375
62657,0,0.05
62658,0,0.05
62659,1,0.05625
62660,0,0.05
62661,1,0.05625
62662,1,0.05625
62663,2,0.0625
62664,0,0.05
62665,1,0.05625
62666,1,0.05625
62667,2,0.0625
62668,1,0.05625
62669,2,0.0625
62670,2,0.0625
62671,3,0.06875
62672,0,0.05
62673,1,0.05625
62674,1,0.05625
62675,2,0.0625
62676,1,0.05625
62677,2,0.0625
62678,2,0.0625
62679,3,0.06875
62680,1,0.05625
62681,2,0.0625
62682,2,0.0625
62683,3,0.06875
62684,2,0.0625
62685,3,0.06875
62686,3,0.06875
62687,4,0.075
62688,0,0.05
62689,1,0.05625
62690,1,0.05625
62691,2,0.0625
62692,1,0.05625
62693,2,0.0625
62694,2,0.0625
62695,3,0.06875
62696,1,0.05625
62697,2,0.0625
62698,2,0.0625
62699,3,0.06875
62700,2,0.0625
62701,3,0.06875
62702,3,0.06875
62703,4,0.075
62704,1,0.05625
62705,2,0.0625
62706,2,0.0625
62707,3,0.06875
62708,2,0.0625
62709,3,0.06875
62710,3,0.06875
62711,4,0.075
62712,2,0.0625
62713,3,0.06875
62714,3,0.06875
62715,4,0.075
62716,3,0.06875
62717,4,0.075
62718,4,0.075
62719,3,0.08125
62720,2,0.0375
62721,1,0.04375
62722,1,0.04375
62723,0,0.05
62724,1,0.04375
62725,0,0.05
62726,0,0.05
62727,1,0.05625
62728,1,0.04375
62729,0,0.05
62730,0,0.05
62731,1,0.05625
62732,0,0.05
62733,1,0.05625
62734,1,0.05625
62735,2,0.0625
62736,1,0.04375
62737,0,0.05
62738,0,0.05
62739,1,0.05625
62740,0,0.05
62741,1,0.05625
62742,1,0.05625
62743,2,0.0625
62744,0,0.05
62745,1,0.05625
62746,1,0.05625
62747,2,0.0625
62748,1,0.05625
62749,2,0.0625
62750,2,0.0625
62751,3,0.06875
62752,1,0.04375
62753,0,0.05
62754,0,0.05
62755,1,0.05625
62756,0,0.05
62757,1,0.05625
62758,1,0.05625
62759,2,0.0625
62760,0,0.05
62761,1,0.05625
62762,1,0.05625
62763,2,0.0625
62764,1,0.05625
62765,2,0.0625
62766,2,0.0625
62767,3,0.06875
62768,0,0.05
62769,1,0.05625
62770,1,0.05625
62771,2,0.0625
62772,1,0.05625
62773,2,0.0625
62774,2,0.0625
62775,3,0.06875
62776,1,0.05625
62777,2,0.0625
62778,2,0.0625
62779,3,0.06875
62780,2,0.0625
62781,3,0.06875
62782,3,0.06875
62783,4,0.075
62784,1,0.04375
62785,0,0.05
62786,0,0.05
62787,1,0.05625
62788,0,0.05
62789,1,0.05625
62790,1,0.05625
62791,2,0.0625
62792,0,0.05
62793,1,0.05625
62794,1,0.05625
62795,2,0.0625
62796,1,0.05625
62797,2,0.0625
62798,2,0.0625
62799,3,0.06875
62800,0,0.05
62801,1,0.05625
62802,1,0.05625
62803,2,0.0625
62804,1,0.05625
62805,2,0.0625
62806,2,0.0625
62807,3,0.06875
62808,1,0.05625
62809,2,0.0625
62810,2,0.0625
62811,3,0.06875
62812,2,0.0625
62813,3,0.06875
62814,3,0.06875
62815,4,0.075
62816,0,0.05
62817,1,0.05625
62818,1,0.05625
62819,2,0.0625
62820,1,0.05625
62821,2,0.0625
62822,2,0.0625
62823,3,0.06875
62824,1,0.05625
62825,2,0.0625
62826,2,0.0625
62827,3,0.06875
62828,2,0.0625
62829,3,0.06875
62830,3,0.06875
62831,4,0.075
62832,1,0.05625
62833,2,0.0625
62834,2,0.0625
62835,3,0.06875
62836,2,0.0625
62837,3,0.06875
62838,3,0.06875
62839,4,0.075
62840,2,0.0625
62841,3,0.06875
62842,3,0.06875
62843,4,0.075
62844,3,0.06875
62845,4,0.075
62846,4,0.075
62847,3,0.08125
62848,1,0.04375
62849,0,0.05
62850,0,0.05
62851,1,0.05625
62852,0,0.05
62853,1,0.05625
62854,1,0.05625
62855,2,0.0625
62856,0,0.05
62857,1,0.05625
62858,1,0.05625
62859,2,0.0625
62860,1,0.05625
62861,2,0.0625
62862,2,0.0625
62863,3,0.06875
62864,0,0.05
62865,1,0.05625
62866,1,0.05625
62867,2,0.0625
62868,1,0.05625
62869,2,0.0625
62870,2,0.0625
62871,3,0.06875
62872,1,0.05625
62873,2,0.0625
62874,2,0.0625
62875,3,0.06875
62876,2,0.0625
62877,3,0.06875
62878,3,0.06875
62879,4,0.075
62880,0,0.05
62881,1,0.05625
62882,1,0.05625
62883,2,0.0625
62884,1,0.05625
62885,2,0.0625
62886,2,0.0625
62887,3,0.06875
62888,1,0.05625
62889,2,0.0625
62890,2,0.0625
62891,3,0.06875
62892,2,0.0625
62893,3,0.06875
62894,3,0.06875
62895,4,0.075
62896,1,0.05625
62897,2,0.0625
62898,2,0.0625
62899,3,0.06875
62900,2,0.0625
62901,3,0.06875
62902,3,0.06875
62903,4,0.075
62904,2,0.0625
62905,3,0.06875
62906,3,0.06875
62907,4,0.075
62908,3,0.06875
62909,4,0.075
62910,4,0.075
62911,3,0.08125
62912,0,0.05
62913,1,0.05625
62914,1,0.05625
62915,2,0.0625
62916,1,0.05625
62917,2,0.0625
62918,2,0.0625
62919,3,0.06875
62920,1,0.05625
62921,2,0.0625
62922,2,0.0625
62923,3,0.06875
62924,2,0.0625
62925,3,0.06875
62926,3,0.06875
62927,4,0.075
62928,1,0.05625
62929,2,0.0625
62930,2,0.0625
62931,3,0.06875
62932,2,0.0625
62933,3,0.06875
62934,3,0.06875
62935,4,0.075
62936,2,0.0625
62937,3,0.06875
62938,3,0.06875
62939,4,0.075
62940,3,0.06875
62941,4,0.075
62942,4,0.075
62943,3,0.08125
62944,1,0.05625
62945,2,0.0625
62946,2,0.0625
62947,3,0.06875
62948,2,0.0625
62949,3,0.06875
62950,3,0.06875
62951,4,0.075
62952,2,0.0625
62953,3,0.06875
62954,3,0.06875
62955,4,0.075
62956,3,0.06875
62957,4,0.075
62958,4,0.075
62959,3,0.08125
62960,2,0.0625
62961,3,0.06875
62962,3,0.06875
62963,4,0.075
62964,3,0.06875
62965,4,0.075
62966,4,0.075
62967,3,0.08125
62968,3,0.06875
62969,4,0.075
62970,4,0.075
62971,3,0.08125
62972,4,0.075
62973,3,0.08125
62974,3,0.08125
62975,2,0.0875
62976,2,0.0375
62977,1,0.04375
62978,1,0.04375
62979,0,0.05
62980,1,0.04375
62981,0,0.05
62982,0,0.05
62983,1,0.05625
62984,1,0.04375
62985,0,0.05
62986,0,0.05
62987,1,0.05625
62988,0,0.05
62989,1,0.05625
62990,1,0.05625
62991,2,0.0625
62992,1,0.04375
62993,0,0.05
62994,0,0.05
62995,1,0.05625
62996,0,0.05
62997,1,0.05625
62998,1,0.05625
62999,2,0.0625
63000,0,0.05
63001,1,0.05625
63002,1,0.05625
63003,2,0.0625
63004,1,0.05625
63005,2,0.0625
63006,2,0.0625
63007,3,0.06875
63008,1,0.04375
63009,0,0.05
63010,0,0.05
63011,1,0.05625
63012,0,0.05
63013,1,0.05625
63014,1,0.05625
63015,2,0.0625
63016,0,0.05
63017,1,0.05625
63018,1,0.05625
63019,2,0.0625
63020,1,0.05625
63021,2,0.0625
63022,2,0.0625
63023,3,0.06875
63024,0,0.05
63025,1,0.05625
63026,1,0.05625
63027,2,0.0625
63028,1,0.05625
63029,2,0.0625
63030,2,0.0625
63031,3,0.06875
63032,1,0.05625
63033,2,0.0625
63034,2,0.0625
63035,3,0.06875
63036,2,0.0625
63037,3,0.06875
63038,3,0.06875
63039,4,0.075
63040,1,0.04375
63041,0,0.05
63042,0,0.05
63043,1,0.05625
63044,0,0.05
63045,1,0.05625
63046,1,0.05625
63047,2,0.0625
63048,0,0.05
63049,1,0.05625
63050,1,0.05625
63051,2,0.0625
63052,1,0.05625
63053,2,0.0625
63054,2,0.0625
63055,3,0.06875
63056,0,0.05
63057,1,0.05625
63058,1,0.05625
63059,2,0.0625
63060,1,0.05625
63061,2,0.0625
63062,2,0.0625
63063,3,0.06875
63064,1,0.05625
63065,2,0.0625
63066,2,0.0625
63067,3,0.06875
63068,2,0.0625
63069,3,0.06875
63070,3,0.06875
63071,4,0.075
63072,0,0.05
63073,1,0.05625
63074,1,0.05625
63075,2,0.0625
63076,1,0.05625
63077,2,0.0625
63078,2,0.0625
63079,3,0.06875
63080,1,0.05625
63081,2,0.0625
63082,2,0.0625
63083,3,0.06875
63084,2,0.0625
63085,3,0.06875
63086,3,0.06875
63087,4,0.075
63088,1,0.05625
63089,2,0.0625
63090,2,0.0625
63091,3,0.06875
63092,2,0.0625
63093,3,0.06875
63094,3,0.06875
63095,4,0.075
63096,2,0.0625
63097,3,0.06875
63098,3,0.06875
63099,4,0.075
63100,3,0.06875
63101,4,0.075
63102,4,0.075
63103,3,0.08125
63104,1,0.04375
63105,0,0.05
63106,0,0.05
63107,1,0.05625
63108,0,0.05
63109,1,0.05625
63110,1,0.05625
63111,2,0.0625
63112,0,0.05
63113,1,0.05625
63114,1,0.05625
63115,2,0.0625
63116,1,0.05625
63117,2,0.0625
63118,2,0.0625
63119,3,0.06875
63120,0,0.05
63121,1,0.05625
63122,1,0.05625
63123,2,0.0625
63124,1,0.05625
63125,2,0.0625
63126,2,0.0625
63127,3,0.06875
63128,1,0.05625
63129,2,0.0625
63130,2,0.0625
63131,3,0.06875
63132,2,0.0625
63133,3,0.06875
63134,3,0.06875
63135,4,0.075
63136,0,0.05
63137,1,0.05625
63138,1,0.05625
63139,2,0.0625
63140,1,0.05625
63141,2,0.0625
63142,2,0.0625
63143,3,0.06875
63144,1,0.05625
63145,2,0.0625
63146,2,0.0625
63147,3,0.06875
63148,2,0.0625
63149,3,0.06875
63150,3,0.06875
63151,4,0.075
63152,1,0.05625
63153,2,0.0625
63154,2,0.0625
63155,3,0.06875
63156,2,0.0625
63157,3,0.06875
63158,3,0.06875
63159,4,0.075
63160,2,0.0625
63161,3,0.06875
63162,3,0.06875
63163,4,0.075
63164,3,0.06875
63165,4,0.075
63166,4,0.075
63167,3,0.08125
63168,0,0.05
63169,1,0.05625
63170,1,0.05625
63171,2,0.0625
63172,1,0.05625
63173,2,0.0625
63174,2,0.0625
63175,3,0.06875
63176,1,0.05625
63177,2,0.0625
63178,2,0.0625
63179,3,0.06875
63180,2,0.0625
63181,3,0.06875
63182,3,0.06875
63183,4,0.075
63184,1,0.05625
63185,2,0.0625
63186,2,0.0625
63187,3,0.06875
63188,2,0.0625
63189,3,0.06875
63190,3,0.06875
63191,4,0.075
63192,2,0.0625
63193,3,0.06875
63194,3,0.06875
63195,4,0.075
63196,3,0.06875
63197,4,0.075
63198,4,0.075
63199,3,0.08125
63200,1,0.05625
63201,2,0.0625
63202,2,0.0625
63203,3,0.06875
63204,2,0.0625
63205,3,0.06875
63206,3,0.06875
63207,4,0.075
63208,2,0.0625
63209,3,0.06875
63210,3,0.06875
63211,4,0.075
63212,3,0.06875
63213,4,0.075
63214,4,0.075
63215,3,0.08125
63216,2,0.0625
63217,3,0.06875
63218,3,0.06875
63219,4,0.075
63220,3,0.06875
63221,4,0.075
63222,4,0.075
63223,3,0.08125
63224,3,0.06875
63225,4,0.075
63226,4,0.075
63227,3,0.08125
63228,4,0.075
63229,3,0.08125
63230,3,0.08125
63231,2,0.0875
63232,1,0.04375
63233,0,0.05
63234,0,0.05
63235,1,0.05625
63236,0,0.05
63237,1,0.05625
63238,1,0.05625
63239,2,0.0625
63240,0,0.05
63241,1,0.05625
63242,1,0.05625
63243,2,0.0625
63244,1,0.05625
63245,2,0.0625
63246,2,0.0625
63247,3,0.06875
63248,0,0.05
63249,1,0.05625
63250,1,0.05625
63251,2,0.0625
63252,1,0.05625
63253,2,0.0625
63254,2,0.0625
63255,3,0.06875
63256,1,0.05625
63257,2,0.0625
63258,2,0.0625
63259,3,0.06875
63260,2,0.0625
63261,3,0.06875
63262,3,0.06875
63263,4,0.075
63264,0,0.05
63265,1,0.05625
63266,1,0.05625
63267,2,0.0625
63268,1,0.05625
63269,2,0.0625
63270,2,0.0625
63271,3,0.06875
63272,1,0.05625
63273,2,0.0625
63274,2,0.0625
63275,3,0.06875
63276,2,0.0625
63277,3,0.06875
63278,3,0.06875
63279,4,0.075
63280,1,0.05625
63281,2,0.0625
63282,2,0.0625
63283,3,0.06875
63284,2,0.0625
63285,3,0.06875
63286,3,0.06875
63287,4,0.075
63288,2,0.0625
63289,3,0.06875
63290,3,0.06875
63291,4,0.075
63292,3,0.06875
63293,4,0.075
63294,4,0.075
63295,3,0.08125
63296,0,0.05
63297,1,0.05625
63298,1,0.05625
63299,2,0.0625
63300,1,0.05625
63301,2,0.0625
63302,2,0.0625
63303,3,0.06875
63304,1,0.05625
63305,2,0.0625
63306,2,0.0625
63307,3,0.06875
63308,2,0.0625
63309,3,0.06875
63310,3,0.06875
63311,4,0.075
63312,1,0.05625
63313,2,0.0625
63314,2,0.0625
63315,3,0.06875
63316,2,0.0625
63317,3,0.06875
63318,3,0.06875
63319,4,0.075
63320,2,0.0625
63321,3,0.06875
63322,3,0.06875
63323,4,0.075
63324,3,0.06875
63325,4,0.075
63326,4,0.075
63327,3,0.08125
63328,1,0.05625
63329,2,0.0625
63330,2,0.0625
63331,3,0.06875
63332,2,0.0625
63333,3,0.06875
63334,3,0.06875
63335,4,0.075
63336,2,0.0625
63337,3,0.06875
63338,3,0.06875
63339,4,0.075
63340,3,0.06875
63341,4,0.075
63342,4,0.075
63343,3,0.08125
63344,2,0.0625
63345,3,0.06875
63346,3,0.06875
63347,4,0.075
63348,3,0.06875
63349,4,0.075
63350,4,0.075
63351,3,0.08125
63352,3,0.06875
63353,4,0.075
63354,4,0.075
63355,3,0.08125
63356,4,0.075
63357,3,0.08125
63358,3,0.08125
63359,2,0.0875
63360,0,0.05
63361,1,0.05625
63362,1,0.05625
63363,2,0.0625
63364,1,0.05625
63365,2,0.0625
63366,2,0.0625
63367,3,0.06875
63368,1,0.05625
63369,2,0.0625
63370,2,0.0625
63371,3,0.06875
63372,2,0.0625
63373,3,0.06875
63374,3,0.06875
63375,4,0.075
63376,1,0.05625
63377,2,0.0625
63378,2,0.0625
63379,3,0.06875
63380,2,0.0625
63381,3,0.06875
63382,3,0.06875
63383,4,0.075
63384,2,0.0625
63385,3,0.06875
63386,3,0.06875
63387,4,0.075
63388,3,0.06875
63389,4,0.075
63390,4,0.075
63391,3,0.08125
63392,1,0.05625
63393,2,0.0625
63394,2,0.0625
63395,3,0.06875
63396,2,0.0625
63397,3,0.06875
63398,3,0.06875
63399,4,0.075
63400,2,0.0625
63401,3,0.06875
63402,3,0.06875
63403,4,0.075
63404,3,0.06875
63405,4,0.075
63406,4,0.075
63407,3,0.08125
63408,2,0.0625
63409,3,0.06875
63410,3,0.06875
63411,4,0.075
63412,3,0.06875
63413,4,0.075
63414,4,0.075
63415,3,0.08125
63416,3,0.06875
63417,4,0.075
63418,4,0.075
63419,3,0.08125
63420,4,0.075
63421,3,0.08125
63422,3,0.08125
63423,2,0.0875
63424,1,0.05625
63425,2,0.0625
63426,2,0.0625
63427,3,0.06875
63428,2,0.0625
63429,3,0.06875
63430,3,0.06875
63431,4,0.075
63432,2,0.0625
63433,3,0.06875
63434,3,0.06875
63435,4,0.075
63436,3,0.06875
63437,4,0.075
63438,4,0.075
63439,3,0.08125
63440,2,0.0625
63441,3,0.06875
63442,3,0.06875
63443,4,0.075
63444,3,0.06875
63445,4,0.075
63446,4,0.075
63447,3,0.08125
63448,3,0.06875
63449,4,0.075
63450,4,0.075
63451,3,0.08125
63452,4,0.075
63453,3,0.08125
63454,3,0.08125
63455,2,0.0875
63456,2,0.0625
63457,3,0.06875
63458,3,0.06875
63459,4,0.075
63460,3,0.06875
63461,4,0.075
63462,4,0.075
63463,3,0.08125
63464,3,0.06875
63465,4,0.075
63466,4,0.075
63467,3,0.08125
63468,4,0.075
63469,3,0.08125
63470,3,0.08125
63471,2,0.0875
63472,3,0.06875
63473,4,0.075
63474,4,0.075
63475,3,0.08125
63476,4,0.075
63477,3,0.08125
63478,3,0.08125
63479,2,0.0875
63480,4,0.075
63481,3,0.08125
63482,3,0.08125
63483,2,0.0875
63484,3,0.08125
63485,2,0.0875
63486,2,0.0875
63487,1,0.09375
63488,3,0.03125
63489,2,0.0375
63490,2,0.0375
63491,1,0.04375
63492,2,0.0375
63493,1,0.04375
63494,1,0.04375
63495,0,0.05
63496,2,0.0375
63497,1,0.04375
63498,1,0.04375
63499,0,0.05
63500,1,0.04375
63501,0,0.05
63502,0,0.05
63503,1,0.05625
63504,2,0.0375
63505,1,0.04375
63506,1,0.04375
63507,0,0.05
63508,1,0.04375
63509,0,0.05
63510,0,0.05
63511,1,0.05625
63512,1,0.04375
63513,0,0.05
63514,0,0.05
63515,1,0.05625
63516,0,0.05
63517,1,0.05625
63518,1,0.05625
63519,2,0.0625
63520,2,0.0375
63521,1,0.04375
63522,1,0.04375
63523,0,0.05
63524,1,0.04375
63525,0,0.05
63526,0,0.05
63527,1,0.05625
63528,1,0.04375
63529,0,0.05
63530,0,0.05
63531,1,0.05625
63532,0,0.05
63533,1,0.05625
63534,1,0.05625
63535,2,0.0625
63536,1,0.04375
63537,0,0.05
63538,0,0.05
63539,1,0.05625
63540,0,0.05
63541,1,0.05625
63542,1,0.05625
63543,2,0.0625
63544,0,0.05
63545,1,0.05625
63546,1,0.05625
63547,2,0.0625
63548,1,0.05625
63549,2,0.0625
63550,2,0.0625
63551,3,0.06875
63552,2,0.0375
63553,1,0.04375
63554,1,0.04375
63555,0,0.05
63556,1,0.04375
63557,0,0.05
63558,0,0.05
63559,1,0.05625
63560,1,0.04375
63561,0,0.05
63562,0,0.05
63563,1,0.05625
63564,0,0.05
63565,1,0.05625
63566,1,0.05625
63567,2,0.0625
63568,1,0.04375
63569,0,0.05
63570,0,0.05
63571,1,0.05625
63572,0,0.05
63573,1,0.05625
63574,1,0.05625
63575,2,0.0625
63576,0,0.05
63577,1,0.05625
63578,1,0.05625
63579,2,0.0625
63580,1,0.05625
63581,2,0.0625
63582,2,0.0625
63583,3,0.06875
63584,1,0.04375
63585,0,0.05
63586,0,0.05
63587,1,0.05625
63588,0,0.05
63589,1,0.05625
63590,1,0.05625
63591,2,0.0625
63592,0,0.05
63593,1,0.05625
63594,1,0.05625
63595,2,0.0625
63596,1,0.05625
63597,2,0.0625
63598,2,0.0625
63599,3,0.06875
63600,0,0.05
63601,1,0.05625
63602,1,0.05625
63603,2,0.0625
63604,1,0.05625
63605,2,0.0625
63606,2,0.0625
63607,3,0.06875
63608,1,0.05625
63609,2,0.0625
63610,2,0.0625
63611,3,0.06875
63612,2,0.0625
63613,3,0.06875
63614,3,0.06875
63615,4,0.075
63616,2,0.0375
63617,1,0.04375
63618,1,0.04375
63619,0,0.05
63620,1,0.04375
63621,0,0.05
63622,0,0.05
63623,1,0.05625
63624,1,0.04375
63625,0,0.05
63626,0,0.05
63627,1,0.05625
63628,0,0.05
63629,1,0.05625
63630,1,0.05625
63631,2,0.0625
63632,1,0.04375
63633,0,0.05
63634,0,0.05
63635,1,0.05625
63636,0,0.05
63637,1,0.05625
63638,1,0.05625
63639,2,0.0625
63640,0,0.05
63641,1,0.05625
63642,1,0.05625
63643,2,0.0625
63644,1,0.05625
63645,2,0.0625
63646,2,0.0625
63647,3,0.06875
63648,1,0.04375
63649,0,0.05
63650,0,0.05
63651,1,0.05625
63652,0,0.05
63653,1,0.05625
63654,1,0.05625
63655,2,0.0625
63656,0,0.05
63657,1,0.05625
63658,1,0.05625
63659,2,0.0625
63660,1,0.05625
63661,2,0.0625
63662,2,0.0625
63663,3,0.06875
63664,0,0.05
63665,1,0.05625
63666,1,0.05625
63667,2,0.0625
63668,1,0.05625
63669,2,0.0625
63670,2,0.0625
63671,3,0.06875
63672,1,0.05625
63673,2,0.0625
63674,2,0.0625
63675,3,0.06875
63676,2,0.0625
63677,3,0.06875
63678,3,0.06875
63679,4,0.075
63680,1,0.04375
63681,0,0.05
63682,0,0.05
63683,1,0.05625
63684,0,0.05
63685,1,0.05625
63686,1,0.05625
63687,2,0.0625
63688,0,0.05
63689,1,0.05625
63690,1,0.05625
63691,2,0.0625
63692,1,0.05625
